job_name,org_name,deadline,loc_name
Transition Project Coordinator (4 positions),MANAGEMENT SCIENCES FOR HEALTH,"Mon, 2013-03-04",CAO BANG
Project Officers of SLDP Project,THE ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA),"Thu, 2013-02-28",CAO BANG
Field Coordinators of SLDP Project,THE ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA),"Thu, 2013-02-28",HA NOI
Executive Director,THE VIETNAM GREEN BUILDING COUNCIL (VGBC),"Sun, 2013-03-31",HA NOI
Consultant,URBAN DEVELOPMENT PROJECT MANAGEMENT UNIT,"Sun, 2013-02-17",CAO BANG
Readvertisement: Value Chain Advisor,SNV,"Tue, 2013-02-19",NA
"Senior Programme Officer, Research and Policy",TOWARDS TRANSPARENCY (TT),"Sun, 2013-02-17",NA
"Project Manager of SLDP project, based in Cao Bang",THE ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA),"Thu, 2013-02-28",NA
Trainer ,MALTESER INTERNATIONAL,"Fri, 2013-02-15",HOI AN
Monitoring and Evaluation Specialist,UNAIDS VIETNAM,"Thu, 2013-02-21","HA NOI, CAO BANG, BAC KAN"
National Programme Officer,THE SWISS COOPERATION OFFICE FOR VIETNAM (SCO),"Fri, 2013-02-22",HO CHI MINH
National Consultant for Health Financing and Policy Analyst,THE LUXEMBOURG AGENCY FOR DEVELOPMENT COOPERATION (LUX-DEVELOPMENT),"Wed, 2013-02-20",NA
01 Team Leader Ã¢â‚¬â€œ Career Development and Education Program ,HAGAR VIETNAM,"Mon, 2013-02-25",NA
Consultant ,PLAN INTERNATIONAL,"Thu, 2013-02-07",NA
Consultant,VECO,"Mon, 2013-02-04",NA
National Consultant for Project Documentation (Re-Advert),SAVE THE CHILDREN,"Thu, 2013-01-31",NA
LLP Intern,ROOM TO READ,"Sun, 2013-02-24",NA
Short-term National Consultant,WHO,"Thu, 2013-02-28",NA
Interpreter/Translator,ANIMALS ASIA,"Fri, 2013-02-22",VINH PHUC
Temporary Team Assistant,THE WORLD BANK VIETNAM,"Mon, 2013-01-28",HA NOI
Area Program Manager (1 position); Sponsor Relations Volunteer (2 positions) at  ChildFund Vietnam,CHILDFUND VIETNAM,"Mon, 2013-02-18",CAN THO
Vacancies with Marie Stopes International in Viet Nam,MARIE STOPES INTERNATIONAL IN VIETNAM (MSIVN),"Thu, 2013-02-28",NA
Communications Consultant,USAID/HPI,"Mon, 2013-02-04",NA
National Health Logistics Consultant,AGENCE DE MÃƒÂ©DECINE PRÃƒÂ©VENTIVE (AMP),"Fri, 2013-01-25",NA
Technical Advisor,AGRONOMES AND VETERINAIRES SANS FRONTIERES (AVSF),"Tue, 2013-02-05",NA
Vacancies with Childfund Vietnam,CHILDFUND VIETNAM,"Mon, 2013-02-18",NA
Advisor Aquaculture ,SNV,"Mon, 2013-02-04",NA
Vacancies with Room to Read,ROOM TO READ,"Fri, 2013-02-22",NA
Readvertisement: Technical Officer ,FHI 360,"Mon, 2013-02-04",HO CHI MINH
Vacancies with the project Ã¢â‚¬Å“Strengthening the impact of Public Administration Reform in Ha Tinh provinceÃ¢â‚¬ï¿½ ,UNDP,"Mon, 2013-02-04",HA TINH
Information Technology Training Project (ITTP) Officer ,CRS,"Fri, 2013-02-08","HA NOI , HO CHI MINH , DA NANG"
Project Officer,HELVETAS SWISS INTERCOOPERATION VIETNAM,"Mon, 2013-02-18","HO CHI MINH , DONG NAI"
Admin cum Accountant,MARIE STOPES INTERNATIONAL IN VIETNAM (MSIVN),"Mon, 2013-01-21",HA NOI
Readvertisement: Coordinator of CIAI Intercountry Adoption program in Vietnam,CIAI,"Sun, 2013-01-27",KIEN GIANG
Vacancies with Save the Children,SAVE THE CHILDREN,"Thu, 2013-01-24",NA
Vacancies with The Woolcock Institute,WOOLCOCK INSTITUTE OF MEDICAL RESEARCH IN VIETNAM,"Fri, 2013-03-08",NA
Operation Specialist,WINROCK INTERNATIONAL,"Thu, 2013-01-31",NA
Project Officer ,GIZ,"Thu, 2013-02-07",NA
Executive Chef,STREETS INTERNATIONAL,"Mon, 2013-02-18",HO CHI MINH
GirlÃ¢â‚¬â„¢s Education Program Officer,ROOM TO READ,"Sat, 2013-02-16","LAO, VIETNAM, CAMBODIA, MYANMAR"
"Manager, Protected Areas, Species and Wildlife Trade Programme",WWF,"Thu, 2013-02-07",HOA BINH
Finance Department Assistant,GOOD NEIGHBORS INTERNATIONAL (GNI),"Wed, 2013-01-23",HA NOI
Program Officer For Programs Promoting Disability in Viet Nam,VNAH,"Fri, 2013-02-01",NA
Consultant  for supporting AADMER - Phase II 2012-2013 programme initiatives in Vietnam,WORLD VISION,"Thu, 2013-01-31",NA
Recruitment Network Coordinator/Assistant,SCDI,"Fri, 2013-01-25",NA
Hygiene Promotion Consultancy,FRENCH RED CROSS (FRC),"Fri, 2013-01-18",NA
Consultant,MINISTRY OF CONSTRUCTION,"Thu, 2013-01-31",NA
Notice of Invitation to Tender NÃ‚Â°: VIE/027 12 692,LUXEMBOURG AGENCY FOR DEVELOPMENT COOPERATION (LUX-DEVELOPMENT),"Wed, 2013-03-06",NA
Project Officer,FRIENDS OF HUE FOUNDATION,"Wed, 2013-01-30",THUA THIEN HUE
HIV Policy Review Consulting Firm,USAID/HPI,"Tue, 2013-01-22",HO CHI MINH
Project Coordinator,AGRONOMES AND VETERINAIRES SANS FRONTIERES (AVSF),"Thu, 2013-01-31",HA NOI
Institutional Funding Officer /Program Officer,OXFAM,"Tue, 2013-01-29",THANH HOA
Vacancies with World Vision International Vietnam,WORLD VISION,"Sun, 2013-01-27",HA NOI
Finance Department Officer and Operations Department officers,GOOD NEIGHBORS INTERNATIONAL (GNI),"Sun, 2013-01-20",DA NANG
Organizational Development Advisor,OXFAM,"Fri, 2013-02-01",NA
Office Manager,OXFAM,"Wed, 2013-01-23",NA
Temporary Translator and Administrator,THE CLINTON HEALTH ACCESS INITIATIVE (CHAI),"Fri, 2013-01-18",NA
General Manager,PASSERELLES NUMÃƒÂ©RIQUES.,"Fri, 2013-01-25",NA
Project Officers (2 positions),CSEED,"Fri, 2013-01-18","LANG SON, HA NOI"
 Short-terms staff for GFATM Project on HIV/AIDS at Pact Vietnam,PACT,"Tue, 2013-01-15",HA NOI
IT Programmer,MANAGEMENT SCIENCES FOR HEALTH,"Fri, 2013-01-18",HA NOI
WCS Program Intern (full-time),WCS,"Mon, 2013-01-28",HA NOI
Finance Officer,ABT ASSOCIATES INC.,"Tue, 2013-01-22",HA NOI
Short-term Consultant,USAID | DELIVER PROJECT,"Wed, 2013-01-23",BEN TRE
Health System Reasearcher,HANOI MEDICAL UNIVERSITY,"Sun, 2013-01-20",NA
Administrative and Logistic Assistant,OXFAM,"Wed, 2013-01-23",NA
02 Programme Officers ,ACTIONAID,"Wed, 2013-01-23",NA
A Coaching Consultant,VVOB,"Mon, 2013-01-21",NA
Program Manager (Chief of Party),WORLD CONCERN,"Wed, 2013-01-30",HA NOI
"Sponsorship Facilitator, District 4 Urban Area Development Program",WORLD VISION,"Sun, 2013-01-20",HO CHI MINH
Finance and Administration Manager,PEACE AND DEVELOPMENT VIETNAM (PYD),"Sun, 2013-01-20",HA NOI
Request For Expressions of Interest,SAVE THE CHILDREN,"Fri, 2013-01-25",HA NOI
Project Officer,CSEED,"Fri, 2013-01-18","HA NOI , FREQUENT TRAVEL"
Field Program Officer,ENV,"Fri, 2013-01-25","HA NOI, HO CHI MINH"
Health Services Coordinator,PSI,"Mon, 2013-01-21",HA NOI
Short-term Interpreter,BELGIAN DEVELOPMENT AGENCY,"Thu, 2013-01-31",NA
Microfinance/Small Credit Consultant,ABT ASSOCIATES INC. IN VIET NAM,"Mon, 2013-01-14",NA
HR Officer,GIZ,"Tue, 2013-01-22",NA
Finance-Admin Officer,NPA,"Thu, 2013-01-10",QUANG TRI
Family Latrine Construction Training Consultancy,FRENCH RED CROSS (FRC),"Mon, 2013-01-21","BINH THUAN, NINH THUAN"
Executive Assistant and Translator,WINROCK INTERNATIONAL,"Thu, 2013-01-17",HA NOI
Senior Project Officer,NETHERLANDS LEPROSY RELIEF (NLR),"Mon, 2013-01-28","HA NOI, HO CHI MINH"
Project Coordinator,HANDICAP INTERNATIONAL,"Mon, 2013-01-21",NA
Operations Department Officer,GOOD NEIGHBORS INTERNATIONAL (GNI),"Fri, 2013-01-11",NA
Vacancies with ICEM,ICEM,"Sun, 2013-01-13",NA
Mid-term Evaluation Consultancy,PAZ Y DESARROLLO,"Tue, 2013-01-15",NA
Project Accountant,CENTRE PROJECT MANAGEMENT UNIT,"Fri, 2013-01-18",NA
Legal Officer and Project Coordinator,MARIE STOPES INTERNATIONAL IN VIETNAM,"Thu, 2013-01-31",NA
"Consultant for Nutritional Survey in Ba Be and Na Ri District, Ban Kan Province",CARE,"Fri, 2013-01-25",NA
Internship Opportunities Announcement With OPERATION SMILE INC. IN VIETNAM,OPERATION SMILE,"Mon, 2013-01-28",NA
Training and Product Development Assistant,"COMPONENT 2: PROCESSING, TRADE & MARKETING OF FOREST PRODUCTS - VIETNAMESE GERMAN FORESTRY PROGRAM","Mon, 2013-01-21",NA
Short Term Consultant Social and Gender Specialist,SNV,"Fri, 2013-01-11",NA
Consultant,CARE,"Mon, 2013-01-07",NA
Vacancies with Habitat for Humanity Vietnam (HFHV),HABITAT FOR HUMANITY VIETNAM (HFHV),"Sat, 2013-01-05",NA
Capacity Building Advisor,WINROCK INTERNATIONAL,"Mon, 2013-01-14",NA
Forest Management Specialist,WINROCK INTERNATIONAL,"Mon, 2013-01-14",NA
Gender and Youth Specialist,WINROCK INTERNATIONAL,"Mon, 2013-01-14",NA
Integrated Landscape & Climate Change Planner,WINROCK INTERNATIONAL,"Mon, 2013-01-14",NA
Finance Officer,ICRAF VIETNAM,"Fri, 2013-01-11",HA NOI
Auditing Company,THE ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA),"Thu, 2013-01-10",NA
Consultant,CARE,"Tue, 2013-01-15",NA
Vacancies with ICEM,ICEM,"Wed, 2013-01-16",NA
Human Resource Manager,CARE,"Wed, 2013-01-16",NA
Vacancies with SNV,SNV,"Tue, 2013-01-15",NA
Food Security Project Officer,SAVE THE CHILDREN,"Sun, 2013-01-13",NA
Environmental and Social Safeguards Officer for Vietnam REDD+ Office,SNV,"Sun, 2013-01-06",NA
Recruitment of Project Assistant,CENTER FOR COMMUNITY HEALTH PROMOTION,"Tue, 2013-01-15",NA
Consultant,CARE,"Sun, 2012-01-01",NA
Consultant,CARE,"Tue, 2013-01-01","AN GIANG, SOC TRANG"
Driver,CHILDFUND VIETNAM,"Thu, 2013-01-10",HA NOI
Project Officer,THE ADVENTIST DEVELOPMENT AND RELIEF AGENCY (ADRA),"Sat, 2013-01-26",NA
Vacancies with SODI (Solidarity Service International),SODI (SOLIDARITY SERVICE INTERNATIONAL),"Thu, 2013-01-10",NA
Consultant at FundaciÃƒÂ³n IPADE ,FUNDACIÃƒÂ³N IPADE,"Thu, 2013-01-10",NA
Sustainable Livelihood and Market Development Senior Project Officer ,CARE,"Sun, 2013-01-20",NA
Project Manager,CARE,"Wed, 2013-01-09",NA
Consultant at CARE in Vietnam,CARE,"Wed, 2012-12-26",NA
 Consultant for Health Project,CARE,"Tue, 2012-12-25",NA
Safe Motherhood Project Manager,WORLD VISION,"Thu, 2013-01-10",NA
Consultant in Finance Department ,ACTIONAID,"Fri, 2012-12-28",HA NOI
National Project Manager,SWISS COOPERATION OFFICE FOR VIETNAM (SCO),"Thu, 2013-01-10",NA
Senior Technical Consultant for Inclusive Education/Disability Program ,CATHOLIC RELIEF SERVICES (CRS),"Thu, 2013-01-10",NA
Consultant,CARE,"Wed, 2012-12-26",NA
Consultant for Health Project,CARE,"Tue, 2012-12-25",NA
Request for Proposal - Management Sciences for Health,MANAGEMENT SCIENCES FOR HEALTH (MSH),"Fri, 2013-01-18",NA
Senior Technical Advisor ,MANAGEMENT SCIENCES FOR HEALTH (MSH),"Thu, 2013-01-24",NA
Technical Advisor,AGRONOMES AND VETERINAIRES SANS FRONTIERES (VSF-CICDA),"Tue, 2013-01-08",NA
Finance and Accounting Specialist ,JUSTICE INITIATIVES FACILITATION FUND (JIFF),"Fri, 2013-01-11",NA
Animal Welfare Officer    ,ANIMALS ASIA,"Fri, 2013-01-04",NA
Consultant,CARE,"Wed, 2012-12-26",HA NOI
Vacancies with Project Ã¢â‚¬Å“Strengthening the impact of Public Administration Reform in Bac Giang provinceÃ¢â‚¬ï¿½ ,PROJECT Ã‚â‚¬Å’STRENGTHENING THE IMPACT OF PUBLIC ADMINISTRATION REFORM IN BAC GIANG PROVINCEÃ‚â‚¬ï¿½,"Fri, 2013-01-04","BINH DUONG, DONG NAI"
Tender VIE/027Ã¢â‚¬Â¢12 691: Construction of new Communal Health Centers in Ngan Son and Na Ri Districts - Bac Kan Province (Works) ,LUXEMBOURG AGENCY FOR DEVELOPMENT COOPERATION (LUX-DEVELOPMENT),"Fri, 2013-01-25",HA NOI
Short-term Consultants,THE TRUST FUND FOR FORESTS (TFF),"Mon, 2012-12-31",HAI PHONG
Monitoring and Evaluation Officer,WWF,"Tue, 2012-01-10",HA NOI
Vacancies with Marie Stopes International in Viet Nam,MARIE STOPES INTERNATIONAL IN VIETNAM,"Sun, 2013-01-20",NA
Secretary cum Receptionist,ABT ASSOCIATES INC. IN VIET NAM,"Fri, 2012-12-28",NA
Development Facilitator,WORLD VISION,"Mon, 2012-12-31",NA
Consultant in Finance department,ACTIONAID,"Thu, 2012-12-20",NA
Program Officer,THE CLINTON HEALTH ACCESS INITIATIVE (CHAI),"Fri, 2013-01-18",NA
Readvertisement: Program Coordinator-Governance Program,OXFAM,"Thu, 2013-01-03",HA NOI
Consultant,"VIETNAM RED CROSS, AUSTRALIAN RED CROSS AND GERMAN RED CROSS","Sun, 2012-12-30","AN GIANG, KIEN GIANG"
Capacity building Ã¢â‚¬â€œ Technical Specialist,CARE,"Wed, 2012-01-04",HA NOI
Wildlife Crime Case Officer,ENV,"Fri, 2012-12-28",AN GIANG
Administration Officer,AMERICAN RED CROSS,"Sun, 2012-01-08",NA
2 highly qualified LMG-TSP Provincial Transition Coordinator ,MSH LMG PROJECT,"Sat, 2013-01-19",NA
Vacancies with World Concern,WORLD CONCERN,"Thu, 2012-12-20",NA
Administrative Officer,CARE,"Mon, 2012-12-31",NA
Consultant at Care International Vietnam,CARE,"Thu, 2012-12-20",NA
Procurement Officer,CARE,"Mon, 2012-12-31",NA
"Technical Officer, Health System Strengthening (HSS)",FHI 360,"Mon, 2012-12-31",HA NOI
National Project Manager,SWISS COOPERATION OFFICE FOR VIETNAM (SCO),"Thu, 2013-01-10","CAO BANG, BAC CAN, THANH HOA , QUANG NGAI"
01 Provincial Technical Coordinator (PTC) and 01 Provincial admin cum accounting assistant (PAA),POVERTY REDUCTION POLICIES AND PROGRAMME PROJECT,"Thu, 2012-12-20",HA NOI
PROJECT PLANNING OFFICER,HEALTH SECTOR CAPACITY SUPPORT PROJECT,"Fri, 2012-12-28","AN GIANG, KIEN GIANG, BAC LIEU"
Consultant,PLAN IN VIETNAM,"Thu, 2012-12-27",NA
Tender VIE/027Ã¢â‚¬Â¢12 612: Medical Goods for Commune Health Centers  in Cao Bang and Bac Kan provinces (Goods),PROJECT VIE/027 Ã‚â‚¬â€œ SUPPORTING HEALTH CARE POLICY FOR THE POOR IN CAO BANG AND BAC KAN,"Mon, 2013-01-21",NA
Inclusive Education Project Officer ,CRS,"Mon, 2012-12-24",NA
01 International and 02 National Consultants ,UNDP,"Mon, 2012-12-24",NA
Field Project Officer,GERMAN RED CROSS (GRC),"Thu, 2012-12-20",NA
Project Manager ,FOUNDATION FOR INTERNATIONAL DEVELOPMENT/ RELIEF VIETNAM (FIDR),"Tue, 2013-01-15",NA
Consultancy at Irish Aid,IRISH AID,"Thu, 2012-12-20",HA NOI
Finance Coordinator,PSI VIETNAM,"Tue, 2012-12-18",HA NOI
Senior Finance Officer,PATH,"Mon, 2012-12-31",HO CHI MINH
Consultant at CARE in Vietnam,CARE,"Mon, 2012-12-17",NA
Adaptation Coordinator,AMERICAN RED CROSS,"Wed, 2012-01-04",NA
Pharmacy Assistant (Short term Contract),WHO,"Thu, 2012-12-20",NA
Consultant at Care International Vietnam,CARE,"Tue, 2012-12-25",NA
Development Effectiveness and Learning Manager,CHILDFUND VIETNAM,"Mon, 2012-12-31",NA
Mid-term Evaluation Team,PAZ Y DESARROLLO (PYD),"Mon, 2012-12-17",NA
Program Assistant,SNV,"Mon, 2012-12-24",NA
English Training Officer,PASSERELLES NUMÃƒÂ©RIQUES.,"Wed, 2012-12-19",HA NOI
01 National Consultant,CRS,"Sun, 2012-12-16",DONG NAI
Disaster Risk Reduction Project Officer,CRS,"Mon, 2013-01-07",QUANG BINH
Commucation Officer,THE HANOI SCHOOL OF PUBLIC HEALTH,"Tue, 2013-01-01",QUANG NAM
National Consultant,HANDICAP INTERNATIONAL,"Mon, 2012-12-24",NA
National Consultants,CFSI,"Tue, 2013-01-15",NA
01 Native English Teacher,CHU VAN AN PRIMARY SCHOOL,"Thu, 2012-12-20",NA
Communication Consultant,ILO,"Thu, 2012-12-20",NA
Vacancies with Lifestart Foundation,THE LIFESTART FOUNDATION,"Tue, 2013-01-01",NA
Contractor,ABT ASSOCIATES INC. IN VIET NAM,"Mon, 2012-12-17",NA
01 International Consultant,MOLISA,"Thu, 2012-12-20",HA NOI
Finance Officer,CARE,"Tue, 2012-12-25",HO CHI MINH
02 Project Officers,MALTESER INTERNATIONAL,"Sat, 2012-12-15",HA NOI
Clinical Research Associate ,FHI 360,"Tue, 2012-12-25",HO CHI MINH
Vacancies with Marie Stopes International in Viet Nam,MARIE STOPES INTERNATIONAL IN VIETNAM,"Mon, 2012-12-31",NA
"Senior Technical Officer/Technical Coordinator, Psychosocial Support and Policy for Drug Users",FHI 360,"Mon, 2012-12-31",NA
Project Manager ,CARE,"Thu, 2012-12-20",NA
Partnerships Specialist,UNICEF,"Fri, 2012-12-21",NA
Consultant Team,OXFAM,"Sat, 2012-12-15",NA
Vacancies with Plan International in Vietnam,PLAN INTERNATIONAL,"Sun, 2012-12-23",NA
Value Chain Advisor,SNV,"Fri, 2012-12-14",HA NOI
Communications and Research Intern,SPARK CENTER,"Thu, 2012-12-20",HO CHI MINH
A National Consultant/s,VVOB,"Fri, 2012-12-14",HO CHI MINH
Senior Technical Officer / Technical Officer (HIV Care Treatment),FHI 360,"Mon, 2012-12-31",NA
01 Policy and Campaign Manager and 01 Program Finance Officer at ActionAid International Vietnam,ACTIONAID,"Fri, 2012-12-28",NA
Project Assistant,MSIVN,"Mon, 2012-12-31",NA
Mekong Design and Risk Support Manager,AUSTRALIAN EMBASSY,"Fri, 2012-12-21",NA
Mekong Evaluation Support Manager,AUSTRALIAN EMBASSY,"Fri, 2012-12-21",NA
Vacancies with Australian Red Cross,AUSTRALIAN RED CROSS,"Fri, 2012-12-14",NA
Consultancy service on production and marketing for indigenous black pig products ,LAO CAI AGRICULTURE EXTENSION CENTRE,"Mon, 2012-12-10",NA
Health Program Manager,CARE,"Thu, 2012-12-20",HA NOI
Program Assistant,SNV,"Tue, 2012-12-11",HA NOI
Short-term Consultants,THE TRUST FUND FOR FORESTS (TFF),"Fri, 2012-12-14",HO CHI MINH
Project Officer,ENVIRONMENT AND DEVELOPMENT ACTION IN VIET NAM,"Thu, 2012-12-20",HO CHI MINH
Short term Consultant,SNV,"Mon, 2012-12-17","QUANG BINH, BINH DINH"
01 Driver at  International Organization for Migration (IOM),THE INTERNATIONAL ORGANIZATION FOR MIGRATION (IOM),"Sun, 2012-12-30",NA
Provincial Coordinators( 01 in Quang Binh;01 in Binh Dinh),SNV,"Fri, 2012-12-14",NA
Project Officer Ã¢â‚¬â€œ Childhood Project/Prevention Pillar,WORLD VISION,"Mon, 2012-12-17",NA
Short term consultant for GHG Emission Reduction assessment assignment,SNV,"Mon, 2012-12-10",NA
Request for Proposals from National Firms/Institutions to develop a software system for district-level One-Stop Shop (OSS) for 2011-201,MOHA PUBLIC ADMINISTRATION REFORM PROJECT,"Thu, 2012-12-20",NA
Operations Manager,THE HEALTH POLICY INITIATIVE (HPI),"Wed, 2012-12-12","HA NOI , THAI NGUYEN"
03 National Consultants ,COMMITTEE FOR ETHNIC MINORITY AFFAIRS(CEMA),"Fri, 2012-12-14",HA NOI
External Consultant,CRS,"Mon, 2012-12-10",HA NOI
Demonstration Site Coordinator,WORLD CONCERN DEVELOPMENT ORGANIZATION,"Wed, 2012-12-19",HO CHI MINH
Rice Sector Policy and Institutional Analysis,SNV,"Mon, 2012-12-10",NA
ICEM Junior GIS Officer,ICEM,"Tue, 2012-12-25",NA
Temporary Administrative Officer,ACDI/VOCA VIETNAM,"Mon, 2012-12-17",NA
Finance Offficer,WORLD VISION,"Tue, 2012-12-11",NA
Environmental and Social Safeguards Officer for Vietnam REDD+ Office,SNV,"Fri, 2012-12-21",NA
Data Manager/Biostatistician,ANRS,"Mon, 2012-12-31",NA
Vacancies with Winrock International,WINROCK INTERNATIONAL,"Fri, 2012-12-14",DIEN BIEN
2 Positions of Project Assistant of the Safe Motherhood Project,WORLD VISION,"Sat, 2012-12-15",BAC GIANG
Consultant Team for Oxfam Hong Kong,OXFAM,"Sat, 2012-12-15",HA NOI
Project Assistant,HANDICAP INTERNATIONAL,"Wed, 2012-12-12",HA NOI
Program Coordinator,WWF,"Fri, 2012-12-14",NGHE AN
Deputy Country Director,HEALTHBRIDGE,"Mon, 2012-12-17",NA
Media Officer and Legal Aid Officer ,"INSTITUTE FOR STUDIES OF SOCIETY, ECONOMY AND ENVIROMENT (ISEE)","Mon, 2012-12-17",NA
Administrative Assistant,NORWEGIAN PEOPLE'S AID (NPA),"Fri, 2012-12-14",NA
Senior Personnel in Social Work,THE RESEARCH AND TRAINING CENTRE FOR COMMUNITY DEVELOPMENT (RTCCD),"Sun, 2012-12-16",NA
Consulting/Research Organisation or Team ,SNV,"Mon, 2012-12-10",NA
Communication Officer,SUSTAINABLE RURAL DEVELOPMENT (SRD),"Thu, 2012-12-20",HA NOI
Coordinator,THE ITALIAN ASSOCIATION FOR AID TO CHILDREN (CIAI),"Sun, 2012-12-09",HO CHI MINH
"Call for Expression of Interest : ""Support the localities in participatory local planning under NTP-SPR 2012-2015""",UNDP,"Thu, 2012-12-13",HA NOI
ICT Officer,FFAV,"Sat, 2012-12-15",NA
National Consultant at ChildFund Vietnam,CHILDFUND VIETNAM,"Sat, 2012-12-08",NA
Technical Officer,FRENCH RED CROSS (FRC),"Tue, 2012-12-25",NA
Marketing and Communication Officer ,CENTER FOR STUDIES AND APPLIED SCIENCES IN GENDER Ã‚â‚¬â€œ FAMILY - WOMEN AND ADOLESCENTS (CSAGA),"Sun, 2012-12-23",NA
Health Services Coordinator,POPULATION SERVICES INTERNATIONAL (PSI),"Mon, 2012-12-10",NA
Research Manager / Associate  Research Manager,TAYLOR NELSON SOFRES (TNS),"Thu, 2012-12-20",NA
Consulting Partner,IRISH AID,"Thu, 2012-12-20",NA
Project Manager and Project Officer at Save the Children,SAVE THE CHILDREN,"Sun, 2012-12-09","HA NOI, THANH HOA"
Finance & Administration Officer ,WOOLCOCK INSTITUTE OF MEDICAL RESEARCH (WIMR),"Thu, 2012-12-06",HA NOI
Consultants for Project Final Evaluation,CHF,"Mon, 2012-12-03","DIEN BIEN, SON LA , LAI CHAU"
Forest and Climate Change Specialist,SNV,"Wed, 2012-12-05",CAN THO
Hanoi Office Manager,AUSAID,"Fri, 2012-12-07",NA
Vacancies with Habitat for Humanity Vietnam (HFHV),HABITAT FOR HUMANITY INTERNATIONAL (HFHI),"Thu, 2012-12-20",NA
Vacancies with World Vision Vietnam,WORLD VISION,"Wed, 2012-12-12",NA
Consultancy for assessment and design of gravity-fed water networks,FRENCH RED CROSS (FRC),"Wed, 2012-12-05",NA
Consultant at Care International Vietnam,CARE,"Wed, 2012-12-05",NA
 Project Manager,WWF,"Wed, 2012-12-05",NA
Project Financial and Administrative Assistant,ABT ASSOCIATES INC.,"Fri, 2012-12-07",QUANG TRI
Program Officer,TFT,"Mon, 2012-12-31",HA NOI
Part-time Accountant at The Brien Holden Vision Institute,THE BRIEN HOLDEN VISION INSTITUTE,"Mon, 2012-12-10",TIEN GIANG
Field Program Officer,ENV,"Sat, 2012-12-15",HA NOI
Project Officer,OXFAM,"Fri, 2012-12-07",HA NOI
Consultants of Poverty Reduction Policies and Programme Project,MPI,"Wed, 2012-11-28",NA
Financial and Administrative Officer for the Woolcock Institute of Medical Research Vietnam,WOOLCOCK INSTITUTE OF MEDICAL RESEARCH VIETNAM,"Thu, 2012-12-06",NA
Vacancies with Hagar Vietnam.,HAGAR VIETNAM,"Mon, 2012-12-31",NA
Consultant at SNV,SNV,"Fri, 2012-11-30",NA
National Consultant,UNDP,"Wed, 2012-11-28",NA
Vacancies with Urban Development Agency,URBAN DEVELOPMENT AGENCY,"Mon, 2012-12-03",HA NOI
